"","Marca","Submarca","Versión","Modelo","Trans.","Comb.","Cilindros","Potencia..HP.","Tamaño..L.","Categoría","R..Ciudad..km.l.","R..Carr...km.l.","R..Comb...km.l.","R..Ajust...km.l.","CO2.g.km.","NOx..g.1000km.","Calificación.Gas.Ef..Inv.","Calificación.Contam..Aire"
"2164","ALFA ROMEO","159","SEDAN 4PTS 3.2L 6CIL 260HP AUT",2013,"AUT","Gasolina",6,260,3.2,"AUTOS DE LUJO",5.49,11.76,8.44,6.33,368,50,0,"?"
"2165","JAGUAR","XJ","PORTFOLIO SWB 4PTS 5.0L 8CIL 470HP AUT SUPERCARGADO",2013,"AUT","Gasolina",8,470,5,"AUTOS DE LUJO",5.46,11.49,8.36,6.27,372,8,0,"9"
"2166","JAGUAR","XJ","SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT SUPERCARGADO",2013,"AUT","Gasolina",8,510,5,"AUTOS DE LUJO",5.46,11.49,8.36,6.27,372,8,0,"9"
"2167","JAGUAR","XJ","PORTAFOLIO S/C SWB 4PTS 5.0L 8CIL 465HP AUT",2011,"AUT","Gasolina",8,465,5,"AUTOS DE LUJO",5.4,11.49,7.09,5.32,438,23,0,"7"
"2168","JAGUAR","XJ","SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT",2011,"AUT","Gasolina",8,510,5,"AUTOS DE LUJO",5.4,11.49,7.09,5.32,438,23,0,"7"
"2169","JAGUAR","XJ","PORTFOLIO S/C SWB 4PTS 5.0L 8CIL 465HP AUT",2012,"AUT","Gasolina",8,465,5,"AUTOS DE LUJO",5.4,11.49,8.3,6.23,374,23,0,"?"
"2170","JAGUAR","XJ","SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT",2012,"AUT","Gasolina",8,510,5,"AUTOS DE LUJO",5.4,11.49,8.3,6.23,374,23,0,"?"
"2171","BENTLEY","MULSANNE","4PTS 6.8L 8CIL 505HP TIP DOBLE TURBO QUATTRO",2012,"TIP","Gasolina",8,505,6.8,"AUTOS DE LUJO",5.4,9.8,6.77,5.08,459,11,0,"9"
"2172","JAGUAR","XJ","PORTFOLIO S/C SWB 4PTS 5.0L 8CIL 465HP AUT",2013,"AUT","Gasolina",8,465,5,"AUTOS DE LUJO",5.4,11.49,8.3,6.23,374,23,0,"?"
"2173","JAGUAR","XJ","SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT",2013,"AUT","Gasolina",8,510,5,"AUTOS DE LUJO",5.4,11.49,8.3,6.23,374,23,0,"?"
"2174","BENTLEY","MULSANNE","4PTS 6.8L 8CIL 512HP AUT (ZF) DOBLE QUATTRO BITURBO",2016,"AUT","Gasolina",8,505,6.8,"AUTOS DE LUJO",5.4,9.9,6.79,5.09,458,8,0,"9"
"2175","BENTLEY","MULSANNE","4PTAS 6.8L 6CIL 512HP TIP DOBLE QUATTRO TURBO",2017,"ZF SPEED QUICKSHIFT","Gasolina",6,512,6.8,"AUTOS DE LUJO",5.4,9.9,6.79,5.09,458,8,0,"9"
"2176","JAGUAR","XF","R 4PTS 5.0L 8CIL 510HP AUT",2011,"AUT","Gasolina",8,510,5,"AUTOS DE LUJO",5.34,11.49,7.03,5.28,442,28,0,"6"
"2177","JAGUAR","XF","R 4PTS 5.0L 8CIL 510HP AUT",2012,"AUT","Gasolina",8,510,5,"AUTOS DE LUJO",5.34,11.49,8.24,6.18,377,28,0,"?"
"2178","JAGUAR","XF","R 4PTS 5.0L 8CIL 510HP AUT",2013,"AUT","Gasolina",8,510,5,"AUTOS DE LUJO",5.34,11.49,8.24,6.18,377,28,0,"?"
"2179","BMW","760Li","4PTS 6.0L 12CIL 544HP AUT STRONIC",2011,"AUT","Gasolina",12,544,6,"AUTOS DE LUJO",5.29,10.41,7.99,5.99,389,28,0,"?"
"2180","BMW","760LiA","SEDAN 4PTS 6.0L 12CIL 544HP AUT BITURBO",2012,"AUT","Gasolina",12,544,6,"AUTOS DE LUJO",5.29,10.41,7.99,5.99,389,28,0,"?"
"2181","BMW","760LiA","SEDAN 4PTS 6.0L 12CIL 544HP AUT BITURBO",2013,"AUT","Gasolina",12,544,6,"AUTOS DE LUJO",5.29,10.41,7.99,5.99,389,28,0,"?"
"2182","AUDI","S4","4PTS 3.0L 6CIL 333HP MAN TURBO QUATTRO",2011,"MAN","Gasolina",6,333,3,"AUTOS DE LUJO",5.13,10.2,7.79,5.84,399,54,0,"?"
"2183","AUDI","S4","4PTS 3.0L 6CIL 333HP S TRONIC TURBO QUATTRO",2011,"S TRONIC","Gasolina",6,333,3,"AUTOS DE LUJO",5.13,10.2,7.79,5.84,399,54,0,"?"
"2184","AUDI","A5","CABRIO 4X4 5PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO",2012,"S TRONIC","Gasolina",6,333,3,"AUTOS DE LUJO",5.13,10.2,7.79,5.84,399,54,0,"?"
"2185","AUDI","S6","4PTS 5.2L 10CIL 435HP TIPTRONIC FSI QUATTRO",2011,"TIP","Gasolina",10,435,5.2,"AUTOS DE LUJO",5.08,10.31,7.76,5.82,401,64,0,"?"
"2186","MERCEDES","SLS","AMG 2PTS 6.2L 8CIL 571HP AUT",2011,"AUT","Gasolina",8,571,6.2,"AUTOS DE LUJO",5.02,10.75,7.79,5.84,399,31,0,"?"
"2187","MERCEDES","SLS","COUPE AMG 2PTS 6.2L 8CIL 563HP AUT",2012,"AUT","Gasolina",8,563,6.2,"AUTOS DE LUJO",5.02,10.75,7.79,5.84,399,33,0,"?"
"2188","MERCEDES","SLS","ROADSTER AMG 2PTS 6.2L 8CIL 563HP AUT",2012,"AUT","Gasolina",8,563,6.2,"AUTOS DE LUJO",5.02,10.75,7.79,5.84,399,33,0,"?"
"2189","MERCEDES","SLS","AMG COUPE 2PTS 6.2L 8CIL 563HP AUT",2013,"AUT","Gasolina",8,563,6.2,"AUTOS DE LUJO",5.02,10.75,7.79,5.84,399,33,0,"?"
"2190","MERCEDES","SLS","AMG ROADSTER 2PTS 6.2L 8CIL 563HP AUT",2013,"AUT","Gasolina",8,563,6.2,"AUTOS DE LUJO",5.02,10.75,7.79,5.84,399,33,0,"?"
"2192","AUDI","A8","SEDAN LWD 4X4 4PTS 6.3L 12CIL 500HP TIPTRONIC QUATTRO FSI",2012,"TIP","Gasolina",12,500,6.3,"AUTOS DE LUJO",5,10.1,7.64,5.73,407,32,0,"?"
"2194","MERCEDES","SLS","AMG 2PTS 6.2L 8CIL 563HP AUT",2014,"AUT","Gasolina",8,563,6.2,"AUTOS DE LUJO",5,10.7,7.76,5.82,401,33,0,"?"
"2195","MERCEDES","SLS","AMG COUPE 2PTS 6.2L 8CIL 563HP AUT",2014,"AUT","Gasolina",8,563,6.2,"AUTOS DE LUJO",5,10.7,7.76,5.82,401,33,0,"?"
"2196","MERCEDES","SLS","AMG ROADSTER 2PTS 6.2L 8CIL 563HP AUT",2014,"AUT","Gasolina",8,563,6.2,"AUTOS DE LUJO",5,10.7,7.76,5.82,401,33,0,"?"
"2197","AUDI","RS6","AVANT 5PTS 5.0L 10CIL 580HP TIPTRONIC TURBO FSI QUATTRO",2011,"TIP","Gasolina",10,580,5,"AUTOS DE LUJO",4.9,9.71,7.47,5.6,416,23,0,"?"
"2198","AUDI","RS6","SEDAN 4PTS 5.0L 10CIL 580HP TIPTRONIC TURBO FSI QUATTRO",2011,"TIP","Gasolina",10,580,5,"AUTOS DE LUJO",4.9,9.71,7.47,5.6,416,23,0,"?"
"2199","ROLLSROYCE","GHOST","4PTS 6.7L 12CIL 453HP AUT",2012,"AUT","Gasolina",12,453,6.7,"AUTOS DE LUJO",4.87,10.41,7.57,5.68,411,16,0,"8"
"2200","BENTLEY","ARNAGE","T 4PTS 6.8L 8CIL 500HP TIP DOBLE TURBO",2011,"TIP","Gasolina",8,500,6.8,"AUTOS DE LUJO",4.85,7.86,5.86,4.39,531,32,0,"6"
"2201","BENTLEY","ARNAGE","R 4PTS 6.8L 8CIL 450HP TIP DOBLE TURBO",2011,"TIP","Gasolina",8,450,6.8,"AUTOS DE LUJO",4.85,7.86,5.86,4.39,531,32,0,"6"
"2202","BENTLEY","ARNAGE","RL 4PTS 6.8L 8CIL 450HP TIP DOBLE TURBO",2011,"TIP","Gasolina",8,450,6.8,"AUTOS DE LUJO",4.85,7.86,5.86,4.39,531,32,0,"6"
"2203","BENTLEY","AZURE","2PTS 6.8L 8CIL 450HP TIP DOBLE TURBO",2011,"TIP","Gasolina",8,450,6.8,"AUTOS DE LUJO",4.85,7.86,5.86,4.39,531,14,0,"8"
"2204","BENTLEY","BROOKLANDS 6.8 HP TIP Turba?","2PTS 6.8L 8CIL 450HP TIP TURBO",2011,"TIP","Gasolina",8,450,6.8,"AUTOS DE LUJO",4.85,7.86,5.86,4.39,531,14,0,"8"
"2205","ROLLSROYCE","GHOST","EWB 4PTS 6.7L 12CIL 453HP AUT",2012,"AUT","Gasolina",12,453,6.7,"AUTOS DE LUJO",4.85,10.41,7.55,5.66,412,16,0,"8"
"2206","MERCEDES","CL600","2PTS 5.5L 12CIL 510HP AUT TURBO",2012,"AUT","Gasolina",12,510,5.5,"AUTOS DE LUJO",4.74,10.42,7.44,5.58,418,25,0,"?"
"2207","MERCEDES","CL600","2PTS 5.5L 12CIL 510HP AUT TURBO",2013,"AUT","Gasolina",12,510,5.5,"AUTOS DE LUJO",4.74,10.42,7.44,5.58,418,25,0,"?"
"2208","MERCEDES","C63 AMG","4PTS 6.2L 8CIL 451HP AUT",2011,"G TRONIC","Gasolina",8,451,6.2,"AUTOS DE LUJO",4.73,10.52,7.45,5.59,417,19,0,"?"
"2209","ROLLSROYCE","WRAITH","COUPE 2PTS 6.6L 12CIL 624HP AUT",2014,"AUT","Gasolina",12,624,6.6,"AUTOS DE LUJO",4.71,10.2,7.37,5.53,422,37,0,"?"
"2210","MERCEDES","SL600","ROADSTER 2PTS 5.5L 12CIL 510HP AUT TURBO",2012,"AUT","Gasolina",12,510,5.5,"AUTOS DE LUJO",4.7,10.52,7.42,5.56,419,28,0,"?"
"2211","MERCEDES","SL63","AMG ROADSTER 2PTS 6.2L 8CIL 518HP AUT",2012,"AUT","Gasolina",8,518,6.2,"AUTOS DE LUJO",4.68,10.52,7.4,5.55,420,13,0,"?"
"2212","MERCEDES","SL63 AMG","2PTS 6.2L 8CIL 518HP AUT",2011,"AUT","Gasolina",8,518,6.2,"AUTOS DE LUJO",4.67,10.52,7.39,5.54,421,23,0,"?"
"2213","MERCEDES","SL65","AMG ROADSTER 2PTS 6.0L 12CIL 603HP AUT TURBO",2012,"AUT","Gasolina",12,603,6,"AUTOS DE LUJO",4.65,10.42,7.35,5.51,423,14,0,"?"
"2214","MERCEDES","CL600","2PTS 5.5L 12CIL 493HP AUT",2011,"AUT","Gasolina",12,493,5.5,"AUTOS DE LUJO",4.61,10,7.23,5.42,430,29,0,"?"
"2215","MERCEDES","S600 L","4PTS 5.5L 12CIL 510HP AUT",2011,"AUT","Gasolina",12,510,5.5,"AUTOS DE LUJO",4.6,10,7.22,5.42,430,29,0,"?"
"2216","MERCEDES","SL63","AMG 2PTS 5.5L 8CIL 530HP AUT BITURBO",2014,"AUT","Gasolina",8,530,5.5,"AUTOS DE LUJO",4.6,10.5,7.31,5.48,425,53,0,"?"
"2217","BENTLEY","CONTINENTAL","GT V8S 3PTAS 4.0L 8CIL 520 HP ZF8 QUATTRO TURBO",2016,"ZF SPEED QUICKSHIFT","Gasolina",12,520,4,"AUTOS DE LUJO",4.6,8.4,5.78,4.33,538,31,0,"6"
"2218","BENTLEY","FLYING SPUR","V8 4PTAS 4.0L 8CIL 500HP TIP QUATTRO TURBO",2016,"ZF SPEED QUICKSHIFT","Gasolina",12,500,4,"AUTOS DE LUJO",4.6,8.4,5.78,4.33,538,31,0,"6"
"2219","BENTLEY","CONTINENTAL","GT V8S 3PTAS 4.0L 8CIL 520 HP ZF8 QUATTRO TURBO",2017,"ZF SPEED QUICKSHIFT","Gasolina",12,520,4,"AUTOS DE LUJO",4.6,8.4,5.78,4.33,538,31,0,"6"
"2220","BENTLEY","FLYING SPUR","V8 4PTAS 4.0L 8CIL 500HP TIP QUATTRO TURBO",2017,"ZF SPEED QUICKSHIFT","Gasolina",12,500,4,"AUTOS DE LUJO",4.6,8.4,5.78,4.33,538,31,0,"6"
"2221","MERCEDES","S65","L AMG 4PTS 6.0L 12CIL 621HP AUT TURBO",2012,"AUT","Gasolina",12,621,6,"AUTOS DE LUJO",4.58,10.1,7.22,5.41,431,29,0,"?"
"2222","MERCEDES","CL65","AMG 2PTS 6.0L 12CIL 621HP AUT TURBO",2012,"AUT","Gasolina",12,621,6,"AUTOS DE LUJO",4.58,10.1,7.22,5.41,431,29,0,"?"
"2223","MERCEDES","CL65","AMG 2PTS 6.0L 12CIL 621HP AUT TURBO",2013,"AUT","Gasolina",12,621,6,"AUTOS DE LUJO",4.58,10.1,7.22,5.41,431,29,0,"?"
"2224","MERCEDES","SL600","2PTS 5.5L 12CIL 510HP AUT",2011,"AUT","Gasolina",12,510,5.5,"AUTOS DE LUJO",4.54,10.1,7.18,5.38,433,23,0,"?"
"2225","MERCEDES","E63 AMG","4PTS 6.2L 8CIL 507HP AUT",2011,"AUT","Gasolina",8,507,6.2,"AUTOS DE LUJO",4.42,10.1,7.05,5.29,441,43,0,"?"
"2226","MERCEDES","CLS63 AMG","4PTS 6.2L 8CIL 507HP AUT",2011,"G TRONIC","Gasolina",8,507,6.2,"AUTOS DE LUJO",4.42,10.1,7.05,5.29,441,43,0,"?"
"2227","MERCEDES","S600","L 4PTS 5.5L 12CIL 510HP AUT TURBO",2012,"AUT","Gasolina",12,510,5.5,"AUTOS DE LUJO",4.4,8.92,6.82,5.11,456,25,0,"?"
"2228","MERCEDES","S600","L 4PTS 5.5L 12CIL 510HP AUT TURBO",2013,"AUT","Gasolina",12,510,5.5,"AUTOS DE LUJO",4.4,8.92,6.82,5.11,456,25,0,"?"
"2229","AUDI","R8","2PTS 5.2L 10CIL 525HP MANUAL QUATTRO",2011,"MAN","Gasolina",10,525,5.2,"AUTOS DE LUJO",4.39,9.52,6.92,5.19,449,33,0,"?"
"2230","AUDI","R8","2PTS 5.2L 10CIL 525HP R TRONIC QUATTRO",2011,"R TRONIC","Gasolina",10,525,5.2,"AUTOS DE LUJO",4.39,9.52,6.92,5.19,449,36,0,"?"
"2231","AUDI","R8","COUPÉ 2PTS 5.2L 10CIL 525HP MAN QUATTRO",2011,"MAN","Gasolina",10,525,5.2,"AUTOS DE LUJO",4.39,9.52,6.92,5.19,449,33,0,"?"
"2232","AUDI","R8","SPYDER 2PTS 5.2L 10CIL 525HP MAN QUATTRO",2011,"MAN","Gasolina",10,525,5.2,"AUTOS DE LUJO",4.39,9.52,6.92,5.19,449,33,0,"?"
"2233","AUDI","R8","4X4 2PTS 5.2L 10CIL 525HP MAN QUATTRO",2012,"MAN","Gasolina",10,525,5.2,"AUTOS DE LUJO",4.39,9.52,6.92,5.19,449,33,0,"?"
"2234","AUDI","R8","4X4 2PTS 5.2L 10CIL 525HP R TRONIC QUATTRO",2012,"R TRONIC","Gasolina",10,525,5.2,"AUTOS DE LUJO",4.39,9.52,6.92,5.19,449,36,0,"?"
"2235","ROLLSROYCE","PHANTOM","4PTS 6.7L 12CIL 453HP AUT",2013,"AUT","Gasolina",12,453,6.7,"AUTOS DE LUJO",4.38,9.8,6.96,5.22,447,30,0,"?"
"2236","ROLLSROYCE","PHANTOM","DROPHEAD COUPE 2PTS 6.7L 12CIL 453HP AUT",2013,"AUT","Gasolina",12,453,6.7,"AUTOS DE LUJO",4.38,9.8,6.96,5.22,447,30,0,"?"
"2237","ROLLSROYCE","PHANTOM","COUPE 2PTS 6.7L 12CIL 453HP AUT",2013,"AUT","Gasolina",12,453,6.7,"AUTOS DE LUJO",4.38,9.8,6.96,5.22,447,30,0,"?"
"2238","ROLLSROYCE","PHANTOM","EWB 4PTS 6.7L 12CIL 453HP AUT",2013,"AUT","Gasolina",12,453,6.7,"AUTOS DE LUJO",4.35,9.8,6.93,5.2,449,30,0,"?"
"2239","MERCEDES","S65L AMG","4PTS 6.0L 12CIL 603HP AUT",2011,"AUT","Gasolina",12,603,6,"AUTOS DE LUJO",4.32,10,6.93,5.2,449,24,0,"?"
"2240","MERCEDES","S63L AMG","4PTS 6.2L 8CIL 518HP AUT",2011,"G TRONIC","Gasolina",8,518,6.2,"AUTOS DE LUJO",4.31,9.8,6.88,5.16,452,24,0,"?"
"2241","MERCEDES","CL63 AMG","2PTS 6.2L 8CIL 518HP AUT",2011,"G TRONIC","Gasolina",8,518,6.2,"AUTOS DE LUJO",4.31,9.8,6.88,5.16,452,24,0,"?"
"2242","MERCEDES","CL65 AMG","2PTS 6.0L 12CIL 603HP AUT",2011,"AUT","Gasolina",12,603,6,"AUTOS DE LUJO",4.31,9.8,6.88,5.16,452,24,0,"?"
"2243","ROLLSROYCE","PHANTOM","4PTS 6.7L 12CIL 453HP AUT",2011,"AUT","Gasolina",12,453,6.7,"AUTOS DE LUJO",4.31,8.85,6.71,5.03,463,17,0,"?"
"2244","ROLLSROYCE","PHANTOM","COUPE 2PTS 6.7L 12CIL 453HP AUT",2011,"AUT","Gasolina",12,453,6.7,"AUTOS DE LUJO",4.31,8.85,6.71,5.03,463,17,0,"?"
"2245","ROLLSROYCE","PHANTOM","DROPHEAD COUPE 2PTA 6.7L 12CIL 453HP AUT",2011,"AUT","Gasolina",12,453,6.7,"AUTOS DE LUJO",4.31,8.85,6.71,5.03,463,17,0,"?"
"2246","ROLLSROYCE","PHANTOM","EWB 4PTS 6.7L 12CIL 453HP AUT",2011,"AUT","Gasolina",12,453,6.7,"AUTOS DE LUJO",4.29,8.77,6.68,5.01,466,17,0,"?"
"2247","MERCEDES","SL65 AMG","2PTS 6.0L 12CIL 603HP AUT",2011,"AUT","Gasolina",12,603,6,"AUTOS DE LUJO",4.27,9.61,6.81,5.11,456,15,0,"?"
"2248","MERCEDES","SL65","AMG 2PTS 6.0L 12CIL 621HP AUT TURBO",2014,"AUT","Gasolina",12,621,6,"AUTOS DE LUJO",4.2,9.6,6.73,5.05,462,42,0,"?"
"2249","MAYBACH","62","4PTS 5.5L 12CIL 544HP AUT",2011,"AUT","Gasolina",12,544,5.5,"AUTOS DE LUJO",4.08,9.09,6.52,4.89,477,15,0,"?"
"2250","BENTLEY","CONTINENTAL","SUPERSPORTS 4X4 2PTS 6.0L 12CIL 620HP TIP DOBLE TURBO QUATTRO",2012,"TIP","Gasolina",12,620,6,"AUTOS DE LUJO",4,7.1,4.98,3.73,625,5,0,"9"
"2251","BENTLEY","CONTINENTAL","FLYING SPUR 4X4 4PTS 6.0L 12CIL 567HP TIP DOBLE TURBO QUATTRO",2012,"TIP","Gasolina",12,567,6,"AUTOS DE LUJO",4,7,4.96,3.72,627,6,0,"9"
"2252","BENTLEY","CONTINENTAL","FLYING SPUR 4X4 4PTS 6.0L 12CIL 600HP TIP DOBLE TURBO QUATTRO",2012,"TIP","Gasolina",12,600,6,"AUTOS DE LUJO",4,7,4.96,3.72,627,6,0,"9"
"2253","BENTLEY","CONTINENTAL","GT 4X4 2PTS 6.0L 12CIL 567HP TIP DOBLE TURBO QUATTRO",2012,"TIP","Gasolina",12,567,6,"AUTOS DE LUJO",4,7,4.96,3.72,627,6,0,"9"
"2254","BENTLEY","CONTINENTAL","GT 4X4 2PTS 6.0L 12CIL 600HP TIP DOBLE TURBO QUATTRO",2012,"TIP","Gasolina",12,600,6,"AUTOS DE LUJO",4,7,4.96,3.72,627,6,0,"9"
"2255","BENTLEY","CONTINENTAL","GTC 4X4 2PTS 6.0L 12CIL 567HP TIP DOBLE TURBO QUATTRO",2012,"TIP","Gasolina",12,567,6,"AUTOS DE LUJO",4,7,4.96,3.72,627,6,0,"9"
"2256","BENTLEY","CONTINENTAL","GTC 4X4 2PTS 6.0L 12CIL 600HP TIP DOBLE TURBO QUATTRO",2012,"TIP","Gasolina",12,600,6,"AUTOS DE LUJO",4,7,4.96,3.72,627,6,0,"9"
"2257","ROLLSROYCE","PHANTOM","4PTS 6.7L 12CIL 453HP AUT",2012,"AUT","Gasolina",12,453,6.7,"AUTOS DE LUJO",4,8.54,6.34,4.75,490,17,0,"?"
"2258","ROLLSROYCE","PHANTOM","COUPE 2PTS 6.7L 12CIL 453HP AUT",2012,"AUT","Gasolina",12,453,6.7,"AUTOS DE LUJO",4,8.69,6.37,4.77,488,17,0,"?"
"2259","ROLLSROYCE","PHANTOM","DROPHEAD COUPÉ 2PTS 6.7L 12CIL 453HP AUT",2012,"AUT","Gasolina",12,453,6.7,"AUTOS DE LUJO",4,8.69,6.37,4.77,488,17,0,"?"
"2260","BENTLEY","CONTINENTAL","GT 2PTS 6.0L 12CIL 575HP TIP DOBLE TURBO QUATTRO",2013,"TIP","Gasolina",12,575,6,"AUTOS DE LUJO",4,7,4.96,3.72,627,6,0,"9"
"2261","BENTLEY","CONTINENTAL","GTC 2PTS 6.0L 12CIL 575HP TIP DOBLE TURBO QUATTRO",2013,"TIP","Gasolina",12,575,6,"AUTOS DE LUJO",4,7,4.96,3.72,627,6,0,"9"
"2262","BENTLEY","CONTINENTAL","FLYING SPUR 4PTS 6.0L 12CIL 575HP TIP DOBLE TURBO QUATTRO",2013,"TIP","Gasolina",12,575,6,"AUTOS DE LUJO",4,7,4.96,3.72,627,6,0,"9"
"2263","BENTLEY","CONTINENTAL","SUPERSPORTS 2PTS 6.0L 12CIL 630HP TIP DOBLE TURBO QUATTRO",2013,"TIP","Gasolina",12,630,6,"AUTOS DE LUJO",4,7.1,4.98,3.73,625,5,0,"9"
"2264","BENTLEY","CONTINENTAL","GT 2PTS 6.0L 12CIL 567HP ZF8 QUATTRO BITURBO",2014,"ZF SPEED QUICKSHIFT","Gasolina",12,567,6,"AUTOS DE LUJO",4,7,4.96,3.72,627,15,0,"8"
"2265","ROLLSROYCE","PHANTOM","EWB 4PTS 6.7L 12CIL 453HP AUT",2012,"AUT","Gasolina",12,453,6.7,"AUTOS DE LUJO",3.98,8.54,6.32,4.74,492,17,0,"?"
"2266","HONDA","CR-Z","COUPE HIBRIDO 3PTS 1.5L 4CIL 117HP CVT",2013,"CVT","Gasolina",4,117,1.5,"AUTOS DEPORTIVOS",18.5,21.9,21.2,15.9,147,3,9,"9"
"2267","HONDA","CR-Z","COUPE HIBRIDO 3PTS 1.5L 4CIL 117HP CVT",2015,"CVT","Gasolina",4,117,1.5,"AUTOS DEPORTIVOS",18.5,21.9,21.2,15.9,147,3,9,"9"
"2268","SEAT","LEON","5PTS 1.4L 4CIL 140HP DSG TURBO",2015,"DSG","Gasolina",4,140,1.4,"AUTOS DEPORTIVOS",17.7,28.3,21.29,15.97,146,46,9,"5"
"2269","SEAT","LEON","SPORT COUPE 3PTS 1.4L 4CIL 140HP DSG TURBO",2015,"DSG","Gasolina",4,140,1.4,"AUTOS DEPORTIVOS",17.7,28.3,21.29,15.97,146,46,9,"5"
"2270","SEAT","LEON","5PTS 1.4L 4CIL 122HP MAN TURBO",2015,"MAN","Gasolina",4,122,1.4,"AUTOS DEPORTIVOS",16.9,27.6,20.47,15.35,152,67,9,"4"
"2271","SEAT","LEON","5PTS 1.4L 4CIL 140HP MAN TURBO",2015,"MAN","Gasolina",4,140,1.4,"AUTOS DEPORTIVOS",16.9,27.6,20.47,15.35,152,14,9,"8"
"2272","SEAT","LEON","SPORT COUPE 3PTS 1.4L 4CIL 122HP MAN TURBO",2015,"MAN","Gasolina",4,122,1.4,"AUTOS DEPORTIVOS",16.9,27.6,20.47,15.35,152,67,9,"4"
"2273","SEAT","LEON","SPORT COUPE 3PTS 1.4L 4CIL 140HP MAN TURBO",2015,"MAN","Gasolina",4,140,1.4,"AUTOS DEPORTIVOS",16.9,27.6,20.47,15.35,152,14,9,"8"
"2274","SEAT","LEON","SC 3PTAS 1.4L 4CIL125HP MAN TURBO",2016,"MAN","Gasolina",4,125,1.4,"AUTOS DEPORTIVOS",16.4,25.8,19.62,14.71,158,23,8,"7"
"2275","SEAT","LEON","5PTAS 1.4L 4CIL125HP MAN TURBO",2016,"MAN","Gasolina",4,125,1.4,"AUTOS DEPORTIVOS",16.4,25.8,19.62,14.71,158,23,8,"7"
"2276","SEAT","LEON","SC 3PTAS 1.4L 4CIL125HP MAN TURBO",2017,"MAN","Gasolina",4,125,1.4,"AUTOS DEPORTIVOS",16.4,25.8,19.62,14.71,158,23,8,"7"
"2277","SEAT","LEON","5PTAS 1.4L 4CIL125HP MAN TURBO",2017,"MAN","Gasolina",4,125,1.4,"AUTOS DEPORTIVOS",16.4,25.8,19.62,14.71,158,23,8,"7"
"2278","SEAT","LEON","SC 3PTAS 1.4L 4CIL150HP MAN TURBO",2016,"MAN","Gasolina",4,150,1.4,"AUTOS DEPORTIVOS",16.3,25,19.33,14.49,161,24,8,"7"
"2279","SEAT","LEON","5PTAS 1.4L 4CIL150HP MAN TURBO",2016,"MAN","Gasolina",4,150,1.4,"AUTOS DEPORTIVOS",16.3,25,19.33,14.49,161,24,8,"7"
"2280","SEAT","LEON","SC 3PTAS 1.4L 4CIL150HP MAN TURBO",2017,"MAN","Gasolina",4,150,1.4,"AUTOS DEPORTIVOS",16.3,25,19.33,14.49,161,24,8,"7"
"2281","SEAT","LEON","5PTAS 1.4L 4CIL150HP MAN TURBO",2017,"MAN","Gasolina",4,150,1.4,"AUTOS DEPORTIVOS",16.3,25,19.33,14.49,161,24,8,"7"
"2282","SEAT","LEON","ST 5PTAS1.4L 4CIL 150HP DSG TURBO",2016,"DSG","Gasolina",4,150,1.4,"AUTOS DEPORTIVOS",15.9,24,18.75,14.06,166,59,8,"5"
"2283","SEAT","LEON","ST 5PTAS1.4L 4CIL 150HP DSG TURBO",2017,"DSG","Gasolina",4,150,1.4,"AUTOS DEPORTIVOS",15.9,24,18.75,14.06,166,59,8,"5"
"2284","MINI","COOPER","CONVERTIBLE 2PTAS 1.5L 3CIL 136HP MAN",2016,"MAN","Gasolina",3,136,1.5,"AUTOS DEPORTIVOS",15.9,23.2,18.52,13.89,168,9,8,"9"
"2285","MINI","COOPER","CONVERTIBLE 2PTAS 1.5L 3CIL 136HP AUT",2016,"AUT","Gasolina",3,136,1.5,"AUTOS DEPORTIVOS",15.4,20.9,17.47,13.1,178,37,8,"6"
"2286","MINI","COOPER S","HATCH 5PTAS 2.0L 4CIL 192HP AUT TURBO",2016,"AUT","Gasolina",4,192,2,"AUTOS DEPORTIVOS",15.39,23.5,18.22,13.66,171,23,8,"7"
"2287","MINI","COOPER S","HATCHBACK 5PTAS 2.0L 4CIL 192HP TURBO AUT",2017,"AUT","Gasolina",4,192,2,"AUTOS DEPORTIVOS",15.39,21.3,18.95,14.21,164,23,8,"7"
"2288","SEAT","LEON","SC 3PTAS 1.4L 4CIL150HP DSG TURBO",2016,"DSG","Gasolina",4,150,1.4,"AUTOS DEPORTIVOS",15.3,24.2,18.33,13.75,170,30,8,"6"
"2289","SEAT","LEON","5PTAS 1.4L 4CIL150HP DSG TURBO",2016,"DSG","Gasolina",4,150,1.4,"AUTOS DEPORTIVOS",15.3,24.2,18.33,13.75,170,30,8,"6"
"2290","SEAT","LEON","SC 3PTAS 1.4L 4CIL150HP DSG TURBO",2017,"DSG","Gasolina",4,150,1.4,"AUTOS DEPORTIVOS",15.3,24.2,18.33,13.75,170,30,8,"6"
"2291","SEAT","LEON","5PTAS 1.4L 4CIL150HP DSG TURBO",2017,"DSG","Gasolina",4,150,1.4,"AUTOS DEPORTIVOS",15.3,24.2,18.33,13.75,170,30,8,"6"
